name;id;nametype;recclass;mass;fall;year;reclat;reclong;geometry/type;geometry/coordinates/0;geometry/coordinates/1;:@computed_region_cbhk_fwbd;:@computed_region_nnqa_25f4
Sutter's Mill;55529;Valid;C;992.5;Fell;2012-01-01T00:00:00.000;38.803890;-120.908060;Point;-120.90806;38.80389;8;1187
Kirbyville;12321;Valid;Eucrite-mmict;97.7;Fell;1906-01-01T00:00:00.000;30.750000;-95.950000;Point;-95.95;30.75;23;2018
Atemajac;4884;Valid;L6;94.2;Fell;1896-01-01T00:00:00.000;20.066670;-103.666670;Point;-103.66667;20.06667;;
Cumulus Hills 04075;32531;Valid;Pallasite;9.6;Found;2003-01-01T00:00:00.000;;;;;;;
Moorleah;16738;Valid;L6;8887.5;Fell;1930-01-01T00:00:00.000;-40.975000;145.600000;Point;145.6;-40.975;;
Krutikha;12363;Valid;OC;845.2;Fell;1906-01-01T00:00:00.000;56.800000;77.000000;Point;77;56.8;;
Suchy Dul;23737;Valid;L6;815.3;Fell;1969-01-01T00:00:00.000;50.538060;16.263330;Point;16.26333;50.53806;;
Crescent;5470;Valid;CM2;78.400000000000006;Fell;1936-01-01T00:00:00.000;35.950000;-97.583330;Point;-97.58333;35.95;20;2201
Kiel;12301;Valid;L6;737.6;Fell;1962-01-01T00:00:00.000;54.400000;10.150000;Point;10.15;54.4;;
Nyaung;17969;Valid;Iron, IIIAB;737.6;Fell;1939-01-01T00:00:00.000;21.208330;94.916670;Point;94.91667;21.20833;;
Soheria;23660;Valid;OC;72.900000000000006;Fell;1960-01-01T00:00:00.000;27.133330;84.066670;Point;84.06667;27.13333;;
Ivuna;12063;Valid;CI1;704.5;Fell;1938-01-01T00:00:00.000;-8.416670;32.433330;Point;32.43333;-8.41667;;
Dominion Range 03239;32591;Valid;L6;69.5;Found;2002-01-01T00:00:00.000;;;;;;;
Elbert;7822;Valid;LL6;680.5;Fell;1998-01-01T00:00:00.000;39.246670;-104.588170;Point;-104.58817;39.24667;9;88
Bloomington;5076;Valid;LL6;67.8;Fell;1938-01-01T00:00:00.000;40.480000;-89.004170;Point;-89.00417;40.48;34;1795
Kingai;12316;Valid;H6;67.400000000000006;Fell;1967-01-01T00:00:00.000;11.633330;24.683330;Point;24.68333;11.63333;;
Kendrapara;12276;Valid;H4-5;6669.2;Fell;2003-01-01T00:00:00.000;20.462500;86.702780;Point;86.70278;20.4625;;
Magombedze;15387;Valid;H3-5;666.6;Fell;1990-01-01T00:00:00.000;-19.483330;31.650000;Point;31.65;-19.48333;;
Salem;23107;Valid;L6;61.4;Fell;1981-01-01T00:00:00.000;44.979170;-122.969440;Point;-122.96944;44.97917;12;2409
Ras Tanura;22395;Valid;H6;6.1;Fell;1961-01-01T00:00:00.000;26.666670;50.150000;Point;50.15;26.66667;;
Binningup;5051;Valid;H5;488.1;Fell;1984-01-01T00:00:00.000;-33.156390;115.676390;Point;115.67639;-33.15639;;
Noblesville;16985;Valid;H4-6;483.7;Fell;1991-01-01T00:00:00.000;40.085280;-86.055000;Point;-86.055;40.08528;35;2238
Clohars;5383;Valid;L4;48.6;Fell;1822-01-01T00:00:00.000;;;;;;;
Ruhobobo;22780;Valid;L6;465.5;Fell;1976-01-01T00:00:00.000;-1.450000;29.833330;Point;29.83333;-1.45;;
Kulak;12369;Valid;L5;453.6;Fell;1961-01-01T00:00:00.000;30.731110;66.802220;Point;66.80222;30.73111;;
Centerville;5307;Valid;H5;45.6;Fell;1956-01-01T00:00:00.000;43.200000;-96.916670;Point;-96.91667;43.2;21;2684
Grefsheim;11196;Valid;L5;45.5;Fell;1976-01-01T00:00:00.000;60.666670;11.000000;Point;11;60.66667;;
Shikarpur;23534;Valid;L6;3679.7;Fell;1921-01-01T00:00:00.000;25.850000;87.577500;Point;87.5775;25.85;;
Narellan;16912;Valid;L6;367.5;Fell;1928-01-01T00:00:00.000;-34.050000;150.688890;Point;150.68889;-34.05;;
Galim (a);10848;Valid;LL6;36.1;Fell;1952-01-01T00:00:00.000;7.050000;12.433330;Point;12.43333;7.05;;
Lorton;52843;Valid;L6;329.7;Fell;2010-01-01T00:00:00.000;38.700660;-77.211630;Point;-77.21163;38.70066;40;2770
Rangala;22392;Valid;L6;3224.5;Fell;1937-01-01T00:00:00.000;25.383330;72.016670;Point;72.01667;25.38333;;
Hökmark;11893;Valid;L4;305.5;Fell;1954-01-01T00:00:00.000;64.433330;21.200000;Point;21.2;64.43333;;
Niger (L6);16974;Valid;L6;3.3;Fell;1967-01-01T00:00:00.000;;;;;;;
Niger (LL6);16975;Valid;LL6;3.3;Fell;1967-01-01T00:00:00.000;;;;;;;
Dominion Range 03240;32592;Valid;LL5;290.89999999999998;Found;2002-01-01T00:00:00.000;;;;;;;
Ranchapur;22387;Valid;H4;290.39999999999998;Fell;1917-01-01T00:00:00.000;23.983330;87.083330;Point;87.08333;23.98333;;
Schenectady;23458;Valid;H5;283.3;Fell;1968-01-01T00:00:00.000;42.860830;-73.950280;Point;-73.95028;42.86083;47;2142
Menziswyl;15486;Valid;L5;28.9;Fell;1903-01-01T00:00:00.000;46.818670;7.218170;Point;7.21817;46.81867;;
Leighlinbridge;12759;Valid;L6;271.39999999999998;Fell;1999-01-01T00:00:00.000;52.666670;-6.966670;Point;-6.96667;52.66667;;
Hoxie;11915;Valid;OC;266.10000000000002;Fell;1963-01-01T00:00:00.000;39.350000;-100.450000;Point;-100.45;39.35;17;1293
Northwest Africa 5815;50693;Valid;L5;256.8;Found;;0.000000;0.000000;Point;0;0;;
Pollen;18860;Valid;CM2;253.6;Fell;1942-01-01T00:00:00.000;66.348330;14.015000;Point;14.015;66.34833;;
Maribo;48973;Valid;CM2;25.81;Fell;2009-01-01T00:00:00.000;54.761830;11.467450;Point;11.46745;54.76183;;
Mulletiwu;16851;Valid;L;25.5;Fell;1795-01-01T00:00:00.000;9.333330;80.833330;Point;80.83333;9.33333;;
Mason Gully;53653;Valid;H5;24.54;Fell;2010-01-01T00:00:00.000;0.000000;0.000000;Point;0;0;;
St. Mary's County;23091;Valid;LL3.3;24.3;Fell;1919-01-01T00:00:00.000;38.166670;-76.383330;Point;-76.38333;38.16667;45;424
Barnaul;4947;Valid;H5;23.2;Fell;1904-01-01T00:00:00.000;52.733330;84.083330;Point;84.08333;52.73333;;
Mike;16636;Valid;L6;224.2;Fell;1944-01-01T00:00:00.000;46.233330;17.533330;Point;17.53333;46.23333;;
Lakangaon;12435;Valid;Eucrite-mmict;212.5;Fell;1910-01-01T00:00:00.000;21.866670;76.033330;Point;76.03333;21.86667;;
Kitchener;12326;Valid;L6;202.6;Fell;1998-01-01T00:00:00.000;43.383330;-80.383330;Point;-80.38333;43.38333;;
Red Canyon Lake;53502;Valid;H5;18.41;Fell;2007-01-01T00:00:00.000;38.137420;-119.758120;Point;-119.75812;38.13742;8;1391
Benld;5021;Valid;H6;1770.5;Fell;1938-01-01T00:00:00.000;39.083330;-89.150000;Point;-89.15;39.08333;34;1869
Sultanpur;23741;Valid;L/LL6;1710.5;Fell;1916-01-01T00:00:00.000;25.933330;84.283330;Point;84.28333;25.93333;;
Hoima;44714;Valid;H6;167.7;Fell;2003-01-01T00:00:00.000;1.345000;31.472780;Point;31.47278;1.345;;
Pavlodar (stone);18175;Valid;H5;142.5;Fell;1938-01-01T00:00:00.000;52.300000;77.033330;Point;77.03333;52.3;;
Atoka;4888;Valid;L6;1384.2;Fell;1945-01-01T00:00:00.000;34.316670;-96.150000;Point;-96.15;34.31667;20;602
St.-Chinian;23097;Valid;L6;134.30000000000001;Fell;1959-01-01T00:00:00.000;43.433330;2.950000;Point;2.95;43.43333;;
Galapian;10846;Valid;H6;132.69999999999999;Fell;1826-01-01T00:00:00.000;44.300000;0.400000;Point;0.4;44.3;;
Bethlehem;5032;Valid;H;13.9;Fell;1859-01-01T00:00:00.000;42.533330;-73.833330;Point;-73.83333;42.53333;47;2030
Piancaldoli;18813;Valid;LL3.4;13.1;Fell;1968-01-01T00:00:00.000;44.244170;11.502220;Point;11.50222;44.24417;;
Oued el Hadjar;18050;Valid;LL6;1215.5;Fell;1986-01-01T00:00:00.000;30.180000;-6.577170;Point;-6.57717;30.18;;
Ovambo;18055;Valid;L6;121.5;Fell;1900-01-01T00:00:00.000;-18.000000;16.000000;Point;16;-18;;
Peckelsheim;18181;Valid;Diogenite-pm;117.8;Fell;1953-01-01T00:00:00.000;51.666670;9.250000;Point;9.25;51.66667;;
Hashima;11848;Valid;H4;1110.5999999999999;Fell;1910-01-01T00:00:00.000;35.294500;136.700330;Point;136.70033;35.2945;;
Erevan;10043;Valid;Howardite;107.2;Fell;1911-01-01T00:00:00.000;40.300000;44.500000;Point;44.5;40.3;;
Rivolta de Bassi;22614;Valid;Stone-uncl;103.3;Fell;1491-01-01T00:00:00.000;45.483330;9.516670;Point;9.51667;45.48333;;
Mjelleim;16707;Valid;H;100.7;Fell;1898-01-01T00:00:00.000;61.733330;5.933330;Point;5.93333;61.73333;;
Natal;16923;Valid;Stone-uncl;1.4;Fell;1973-01-01T00:00:00.000;;;;;;;
Delhi;6642;Valid;L5;0.8;Fell;1897-01-01T00:00:00.000;28.566670;77.250000;Point;77.25;28.56667;;
Chail;5314;Valid;H6;0.5;Fell;1814-01-01T00:00:00.000;25.366670;81.666670;Point;81.66667;25.36667;;
Hachi-oji;11468;Valid;H?;0.2;Fell;1817-01-01T00:00:00.000;35.650000;139.333330;Point;139.33333;35.65;;
Silistra;55584;Valid;Achondrite-ung;0.15;Fell;1917-01-01T00:00:00.000;44.116670;27.266670;Point;27.26667;44.11667;;
Sikhote-Alin;23593;Valid;Iron, IIAB;23000000;Fell;1947-01-01T00:00:00.000;46.160000;134.653330;Point;134.65333;46.16;;
Jilin;12171;Valid;H5;4000000;Fell;1976-01-01T00:00:00.000;44.050000;126.166670;Point;126.16667;44.05;;
Allende;2278;Valid;CV3;2000000;Fell;1969-01-01T00:00:00.000;26.966670;-105.316670;Point;-105.31667;26.96667;;
Kunya-Urgench;12379;Valid;H5;1100000;Fell;1998-01-01T00:00:00.000;42.250000;59.200000;Point;59.2;42.25;;
Norton County;17922;Valid;Aubrite;1100000;Fell;1948-01-01T00:00:00.000;39.683330;-99.866670;Point;-99.86667;39.68333;17;1252
Jianshi;12087;Valid;Iron, IIIAB;600000;Fell;1890-01-01T00:00:00.000;30.808330;109.500000;Point;109.5;30.80833;;
Knyahinya;12335;Valid;L/LL5;500000;Fell;1866-01-01T00:00:00.000;48.900000;22.400000;Point;22.4;48.9;;
Ochansk;17979;Valid;H4;500000;Fell;1887-01-01T00:00:00.000;57.783330;55.266670;Point;55.26667;57.78333;;
Paragould;18101;Valid;LL5;408000;Fell;1930-01-01T00:00:00.000;36.066670;-90.500000;Point;-90.5;36.06667;15;1023
Bjurböle;5064;Valid;L/LL4;330000;Fell;1899-01-01T00:00:00.000;60.400000;25.800000;Point;25.8;60.4;;
Millbillillie;16643;Valid;Eucrite-mmict;330000;Fell;1960-01-01T00:00:00.000;-26.450000;120.366670;Point;120.36667;-26.45;;
Sterlitamak;23724;Valid;Iron, IIIAB;325000;Fell;1990-01-01T00:00:00.000;53.666670;55.983330;Point;55.98333;53.66667;;
Estherville;10059;Valid;Mesosiderite-A3/4;320000;Fell;1879-01-01T00:00:00.000;43.416670;-94.833330;Point;-94.83333;43.41667;16;277
Bruderheim;5156;Valid;L6;303000;Fell;1960-01-01T00:00:00.000;53.900000;-112.883330;Point;-112.88333;53.9;;
Mocs;16709;Valid;L5-6;300000;Fell;1882-01-01T00:00:00.000;46.800000;24.033330;Point;24.03333;46.8;;
Putinga;18905;Valid;L6;300000;Fell;1937-01-01T00:00:00.000;-29.033330;-53.050000;Point;-53.05;-29.03333;;
Saint-Séverin;23102;Valid;LL6;271000;Fell;1966-01-01T00:00:00.000;45.300000;0.233330;Point;0.23333;45.3;;
Suizhou;23738;Valid;L6;260000;Fell;1986-01-01T00:00:00.000;31.616670;113.466670;Point;113.46667;31.61667;;
Boguslavka;5098;Valid;Iron, IIAB;256000;Fell;1916-01-01T00:00:00.000;44.550000;131.633330;Point;131.63333;44.55;;
Omolon;18019;Valid;Pallasite, PMG;250000;Fell;1981-01-01T00:00:00.000;64.020000;161.808330;Point;161.80833;64.02;;
Pultusk;18901;Valid;H5;250000;Fell;1868-01-01T00:00:00.000;52.766670;21.266670;Point;21.26667;52.76667;;
Homestead;11901;Valid;L5;230000;Fell;1875-01-01T00:00:00.000;41.800000;-91.866670;Point;-91.86667;41.8;16;284
New Concord;16953;Valid;L6;230000;Fell;1860-01-01T00:00:00.000;40.000000;-81.766670;Point;-81.76667;40;38;2615
Alfianello;466;Valid;L6;228000;Fell;1883-01-01T00:00:00.000;45.266670;10.150000;Point;10.15;45.26667;;
Holbrook;11894;Valid;L/LL6;220000;Fell;1912-01-01T00:00:00.000;34.900000;-110.183330;Point;-110.18333;34.9;7;990
Kainsaz;12229;Valid;CO3.2;200000;Fell;1937-01-01T00:00:00.000;55.433330;53.250000;Point;53.25;55.43333;;
Kunashak;12377;Valid;L6;200000;Fell;1949-01-01T00:00:00.000;55.783330;61.366670;Point;61.36667;55.78333;;
Saratov;23176;Valid;L4;200000;Fell;1918-01-01T00:00:00.000;52.550000;46.550000;Point;46.55;52.55;;
Djati-Pengilon;7652;Valid;H6;166000;Fell;1884-01-01T00:00:00.000;-7.500000;111.500000;Point;111.5;-7.5;;
Tenham;23897;Valid;L6;160000;Fell;1879-01-01T00:00:00.000;-25.733330;142.950000;Point;142.95;-25.73333;;
Forest City;10119;Valid;H5;152000;Fell;1890-01-01T00:00:00.000;43.250000;-93.666670;Point;-93.66667;43.25;16;1785
Glasatovo;10926;Valid;H4;152000;Fell;1918-01-01T00:00:00.000;57.350000;37.616670;Point;37.61667;57.35;;
Mbale;15455;Valid;L5/6;150000;Fell;1992-01-01T00:00:00.000;1.066670;34.166670;Point;34.16667;1.06667;;
Olivenza;18013;Valid;LL5;150000;Fell;1924-01-01T00:00:00.000;38.716670;-7.066670;Point;-7.06667;38.71667;;
Montferré;16727;Valid;H5;149000;Fell;1923-01-01T00:00:00.000;43.390560;1.962500;Point;1.9625;43.39056;;
Molina;16715;Valid;H5;144000;Fell;1858-01-01T00:00:00.000;38.116670;-1.166670;Point;-1.16667;38.11667;;
Kesen;12286;Valid;H4;135000;Fell;1850-01-01T00:00:00.000;38.983330;141.616670;Point;141.61667;38.98333;;
Dong Ujimqin Qi;7706;Valid;Mesosiderite;128800;Fell;1995-01-01T00:00:00.000;45.500000;119.033330;Point;119.03333;45.5;;
Ensisheim;10039;Valid;LL6;127000;Fell;1492-01-01T00:00:00.000;47.866670;7.350000;Point;7.35;47.86667;;
Bur-Gheluai;5169;Valid;H5;120000;Fell;1919-01-01T00:00:00.000;5.000000;48.000000;Point;48;5;;
Mount Tazerzait;16804;Valid;L5;110000;Fell;1991-01-01T00:00:00.000;18.700000;4.800000;Point;4.8;18.7;;
Sulagiri;48951;Valid;LL6;110000;Fell;2008-01-01T00:00:00.000;12.666670;78.033330;Point;78.03333;12.66667;;
Abee;6;Valid;EH4;107000;Fell;1952-01-01T00:00:00.000;54.216670;-113.000000;Point;-113;54.21667;;
Elbogen;7823;Valid;Iron, IID;107000;Fell;1400-01-01T00:00:00.000;50.183330;12.733330;Point;12.73333;50.18333;;
Colby (Wisconsin);5395;Valid;L6;104000;Fell;1917-01-01T00:00:00.000;44.900000;-90.283330;Point;-90.28333;44.9;41;877
Sevrukovo;23509;Valid;L5;101000;Fell;1874-01-01T00:00:00.000;50.616670;36.600000;Point;36.6;50.61667;;
Chelyabinsk;57165;Valid;LL5;100000;Fell;2013-01-01T00:00:00.000;54.816670;61.116670;Point;61.11667;54.81667;;
Chergach ;47347;Valid;H5;100000;Fell;2007-01-01T00:00:00.000;23.696390;-5.014720;Point;-5.01472;23.69639;;
Gujba;11449;Valid;CBa;100000;Fell;1984-01-01T00:00:00.000;11.491670;11.658330;Point;11.65833;11.49167;;
Juancheng;12203;Valid;H5;100000;Fell;1997-01-01T00:00:00.000;35.500000;115.416670;Point;115.41667;35.5;;
Kidairat;12300;Valid;H6;100000;Fell;1983-01-01T00:00:00.000;14.000000;28.000000;Point;28;14;;
Murchison;16875;Valid;CM2;100000;Fell;1969-01-01T00:00:00.000;-36.616670;145.200000;Point;145.2;-36.61667;;
Paranaiba;18103;Valid;L6;100000;Fell;1956-01-01T00:00:00.000;-19.133330;-51.666670;Point;-51.66667;-19.13333;;
Tamdakht;48691;Valid;H5;100000;Fell;2008-01-01T00:00:00.000;31.163330;-7.015000;Point;-7.015;31.16333;;
Machinga;15371;Valid;L6;93200;Fell;1981-01-01T00:00:00.000;-15.212220;35.242220;Point;35.24222;-15.21222;;
Juvinas;12214;Valid;Eucrite-mmict;91000;Fell;1821-01-01T00:00:00.000;44.716670;4.300000;Point;4.3;44.71667;;
Richardton;22599;Valid;H5;90000;Fell;1918-01-01T00:00:00.000;46.883330;-102.316670;Point;-102.31667;46.88333;3;569
Farmington;10074;Valid;L5;89400;Fell;1890-01-01T00:00:00.000;39.750000;-97.033330;Point;-97.03333;39.75;17;1300
Bath Furnace;4975;Valid;L6;86000;Fell;1902-01-01T00:00:00.000;38.250000;-83.750000;Point;-83.75;38.25;36;1921
Kayakent;12268;Valid;Iron, IIIAB;85000;Fell;1961-01-01T00:00:00.000;39.263330;31.780000;Point;31.78;39.26333;;
Kernouve;12284;Valid;H6;80000;Fell;1869-01-01T00:00:00.000;48.116670;-3.083330;Point;-3.08333;48.11667;;
Soko-Banja;23661;Valid;LL4;80000;Fell;1877-01-01T00:00:00.000;43.666670;21.866670;Point;21.86667;43.66667;;
Parnallee;18108;Valid;LL3.6;77600;Fell;1857-01-01T00:00:00.000;9.233330;78.350000;Point;78.35;9.23333;;
Tilden;23998;Valid;L6;74800;Fell;1927-01-01T00:00:00.000;38.200000;-89.683330;Point;-89.68333;38.2;34;1762
Merua;15492;Valid;H5;71400;Fell;1920-01-01T00:00:00.000;25.483330;81.983330;Point;81.98333;25.48333;;
Portales Valley;18874;Valid;H6;71400;Fell;1998-01-01T00:00:00.000;34.175000;-103.295000;Point;-103.295;34.175;11;1987
Mahadevpur;47361;Valid;H4/5;70500;Fell;2007-01-01T00:00:00.000;27.666670;95.783330;Point;95.78333;27.66667;;
Peña Blanca Spring;18786;Valid;Aubrite;70000;Fell;1946-01-01T00:00:00.000;30.125000;-103.116670;Point;-103.11667;30.125;23;3062
Rahimyar Khan;31302;Valid;L5;67225;Fell;1983-01-01T00:00:00.000;28.225000;70.200000;Point;70.2;28.225;;
Pervomaisky;18798;Valid;L6;66000;Fell;1933-01-01T00:00:00.000;56.633330;39.433330;Point;39.43333;56.63333;;
Timochin;24004;Valid;H5;65500;Fell;1807-01-01T00:00:00.000;54.500000;35.200000;Point;35.2;54.5;;
Łowicz;14718;Valid;Mesosiderite-A3;59000;Fell;1935-01-01T00:00:00.000;52.000000;19.916670;Point;19.91667;52;;
Phillips County (stone);18808;Valid;L6;57900;Fell;1901-01-01T00:00:00.000;40.000000;-99.250000;Point;-99.25;40;17;1255
Farmville;10075;Valid;H4;56000;Fell;1934-01-01T00:00:00.000;35.550000;-77.533330;Point;-77.53333;35.55;37;2439
Elenovka;7824;Valid;L5;54640;Fell;1951-01-01T00:00:00.000;47.833330;37.666670;Point;37.66667;47.83333;;
Nan Yang Pao;16903;Valid;L6;52900;Fell;1917-01-01T00:00:00.000;35.666670;103.500000;Point;103.5;35.66667;;
Stannern;23713;Valid;Eucrite-mmict;52000;Fell;1808-01-01T00:00:00.000;49.283330;15.566670;Point;15.56667;49.28333;;
Lancé;12455;Valid;CO3.5;51700;Fell;1872-01-01T00:00:00.000;47.700000;1.066670;Point;1.06667;47.7;;
Leedey;12755;Valid;L6;51500;Fell;1943-01-01T00:00:00.000;35.883330;-99.333330;Point;-99.33333;35.88333;20;608
Akyumak;433;Valid;Iron, IVA;50000;Fell;1981-01-01T00:00:00.000;39.916670;42.816670;Point;42.81667;39.91667;;
Aumale;4899;Valid;L6;50000;Fell;1865-01-01T00:00:00.000;36.166670;3.666670;Point;3.66667;36.16667;;
Ausson;4903;Valid;L5;50000;Fell;1858-01-01T00:00:00.000;43.083330;0.583330;Point;0.58333;43.08333;;
Krymka;12364;Valid;LL3.2;50000;Fell;1946-01-01T00:00:00.000;47.833330;30.766670;Point;30.76667;47.83333;;
Limerick;14652;Valid;H5;50000;Fell;1813-01-01T00:00:00.000;52.566670;-8.783330;Point;-8.78333;52.56667;;
Nuevo Mercurio;17938;Valid;H5;50000;Fell;1978-01-01T00:00:00.000;24.300000;-102.133330;Point;-102.13333;24.3;;
Hraschina;11916;Valid;Iron, IID;49000;Fell;1751-01-01T00:00:00.000;46.100000;16.333330;Point;16.33333;46.1;;
Cabin Creek;5186;Valid;Iron, IIIAB;48500;Fell;1886-01-01T00:00:00.000;35.500000;-93.500000;Point;-93.5;35.5;15;1029
Jackalsfontein;12065;Valid;L6;48000;Fell;1903-01-01T00:00:00.000;-32.500000;21.900000;Point;21.9;-32.5;;
Dresden (Ontario);7731;Valid;H6;47700;Fell;1939-01-01T00:00:00.000;42.520000;-82.260000;Point;-82.26;42.52;;
Peace River;18180;Valid;L6;45760;Fell;1963-01-01T00:00:00.000;56.133330;-117.933330;Point;-117.93333;56.13333;;
Thuathe;23976;Valid;H4/5;45300;Fell;2002-01-01T00:00:00.000;-29.333330;27.583330;Point;27.58333;-29.33333;;
Bensour;5024;Valid;LL6;45000;Fell;2002-01-01T00:00:00.000;30.000000;-7.000000;Point;-7;30;;
Dhajala;6698;Valid;H3.8;45000;Fell;1976-01-01T00:00:00.000;22.377780;71.427220;Point;71.42722;22.37778;;
Kuttippuram;12384;Valid;L6;45000;Fell;1914-01-01T00:00:00.000;10.833330;76.033330;Point;76.03333;10.83333;;
Kyushu;12390;Valid;L6;45000;Fell;1886-01-01T00:00:00.000;32.033330;130.633330;Point;130.63333;32.03333;;
La Criolla;12396;Valid;L6;45000;Fell;1985-01-01T00:00:00.000;-31.233330;-58.166670;Point;-58.16667;-31.23333;;
Marjalahti;15426;Valid;Pallasite, PMG;45000;Fell;1902-01-01T00:00:00.000;61.500000;30.500000;Point;30.5;61.5;;
Barwell;4954;Valid;L5;44000;Fell;1965-01-01T00:00:00.000;52.565280;-1.339720;Point;-1.33972;52.56528;;
Piplia Kalan;18831;Valid;Eucrite-mmict;42000;Fell;1996-01-01T00:00:00.000;26.034720;73.941670;Point;73.94167;26.03472;;
Karoonda;12264;Valid;CK4;41730;Fell;1930-01-01T00:00:00.000;-35.083330;139.916670;Point;139.91667;-35.08333;;
Buzzard Coulee;48654;Valid;H4;41000;Fell;2008-01-01T00:00:00.000;52.996000;-109.848170;Point;-109.84817;52.996;;
Johnstown;12198;Valid;Diogenite;40300;Fell;1924-01-01T00:00:00.000;40.350000;-104.900000;Point;-104.9;40.35;9;1072
Lohawat;14678;Valid;Howardite;40000;Fell;1994-01-01T00:00:00.000;26.965560;72.626670;Point;72.62667;26.96556;;
Olmedilla de Alarcón;18015;Valid;H5;40000;Fell;1929-01-01T00:00:00.000;39.566670;-2.100000;Point;-2.1;39.56667;;
Pavlograd;18176;Valid;L6;40000;Fell;1826-01-01T00:00:00.000;48.533330;35.983330;Point;35.98333;48.53333;;
Sivas;23617;Valid;H6;40000;Fell;1989-01-01T00:00:00.000;39.824670;36.135830;Point;36.13583;39.82467;;
Braunau;5133;Valid;Iron, IIAB;39000;Fell;1847-01-01T00:00:00.000;50.600000;16.300000;Point;16.3;50.6;;
Guareña;11439;Valid;H6;39000;Fell;1892-01-01T00:00:00.000;38.733330;-6.016670;Point;-6.01667;38.73333;;
N'Goureyma;16968;Valid;Iron, ungrouped;37500;Fell;1900-01-01T00:00:00.000;13.850000;-4.383330;Point;-4.38333;13.85;;
Patwar;18171;Valid;Mesosiderite-A1;37350;Fell;1935-01-01T00:00:00.000;23.150000;91.183330;Point;91.18333;23.15;;
L'Aigle;12434;Valid;L6;37000;Fell;1803-01-01T00:00:00.000;48.766670;0.633330;Point;0.63333;48.76667;;
Songyuan;23668;Valid;L6;36900;Fell;1993-01-01T00:00:00.000;45.250000;125.000000;Point;125;45.25;;
Modoc (1905);16711;Valid;L6;35000;Fell;1905-01-01T00:00:00.000;38.500000;-101.100000;Point;-101.1;38.5;17;1290
Gursum;11465;Valid;H4/5;34650;Fell;1981-01-01T00:00:00.000;9.366670;42.416670;Point;42.41667;9.36667;;
Cangas de Onis;5252;Valid;H5;34000;Fell;1866-01-01T00:00:00.000;43.383330;-5.150000;Point;-5.15;43.38333;;
Jelica;12078;Valid;LL6;34000;Fell;1889-01-01T00:00:00.000;43.833330;20.441670;Point;20.44167;43.83333;;
Ställdalen;23712;Valid;H5;34000;Fell;1876-01-01T00:00:00.000;59.933330;14.950000;Point;14.95;59.93333;;
Jumapalo;12209;Valid;L6;32490;Fell;1984-01-01T00:00:00.000;-7.716670;111.200000;Point;111.2;-7.71667;;
Allegan;2276;Valid;H5;32000;Fell;1899-01-01T00:00:00.000;42.533330;-85.883330;Point;-85.88333;42.53333;50;429
Dhurmsala;7640;Valid;LL6;32000;Fell;1860-01-01T00:00:00.000;32.233330;76.466670;Point;76.46667;32.23333;;
Chantonnay;5325;Valid;L6;31500;Fell;1812-01-01T00:00:00.000;46.683330;1.050000;Point;1.05;46.68333;;
Agen;392;Valid;H5;30000;Fell;1814-01-01T00:00:00.000;44.216670;0.616670;Point;0.61667;44.21667;;
Château-Renard;5332;Valid;L6;30000;Fell;1841-01-01T00:00:00.000;47.933330;2.916670;Point;2.91667;47.93333;;
Bassikounou;44876;Valid;H5;29560;Fell;2006-01-01T00:00:00.000;15.783330;-5.900000;Point;-5.9;15.78333;;
Butsura;5183;Valid;H6;29000;Fell;1861-01-01T00:00:00.000;27.083330;84.083330;Point;84.08333;27.08333;;
Hatford;11855;Valid;Stone-uncl;29000;Fell;1628-01-01T00:00:00.000;51.650000;-1.516670;Point;-1.51667;51.65;;
Tennasilm;23898;Valid;L4;28500;Fell;1872-01-01T00:00:00.000;58.033330;26.950000;Point;26.95;58.03333;;
Marion (Iowa);15424;Valid;L6;28400;Fell;1847-01-01T00:00:00.000;41.900000;-91.600000;Point;-91.6;41.9;16;287
Tieschitz;23989;Valid;H/L3.6;28000;Fell;1878-01-01T00:00:00.000;49.600000;17.116670;Point;17.11667;49.6;;
Charsonville;5329;Valid;H6;27000;Fell;1810-01-01T00:00:00.000;47.933330;1.566670;Point;1.56667;47.93333;;
Indarch;12027;Valid;EH4;27000;Fell;1891-01-01T00:00:00.000;39.750000;46.666670;Point;46.66667;39.75;;
Forest Vale;10120;Valid;H4;26000;Fell;1942-01-01T00:00:00.000;-33.350000;146.858330;Point;146.85833;-33.35;;
Desuri;6693;Valid;H6;25400;Fell;1962-01-01T00:00:00.000;25.733330;73.616670;Point;73.61667;25.73333;;
St-Robert;23733;Valid;H5;25400;Fell;1994-01-01T00:00:00.000;45.968610;-72.978060;Point;-72.97806;45.96861;;
Juromenha;12213;Valid;Iron, IIIAB;25250;Fell;1968-01-01T00:00:00.000;38.740280;-7.270000;Point;-7.27;38.74028;;
Benguerir;30443;Valid;LL6;25000;Fell;2004-01-01T00:00:00.000;32.250000;-8.150000;Point;-8.15;32.25;;
Bilanga;5045;Valid;Diogenite;25000;Fell;1999-01-01T00:00:00.000;12.450000;-0.083330;Point;-0.08333;12.45;;
Bursa;5177;Valid;L6;25000;Fell;1946-01-01T00:00:00.000;40.200000;29.233330;Point;29.23333;40.2;;
Cabezo de Mayo;5185;Valid;L/LL6;25000;Fell;1870-01-01T00:00:00.000;37.983330;-1.166670;Point;-1.16667;37.98333;;
